normalized-losses,make,bahan-bakar,jumlah-pintu,body-style,wheel-bases,length,width,height,wheel-bases-normalized,length_zscore,width_zscore,height_zscore
103.0,volvo,gas,unknown,sedan,104.3,188.8,67.2,56.2,0.5160349854227404,1.2511322852829643,0.6013226952713314,1.0165825669903104
74.0,volvo,gas,unknown,wagon,104.3,188.8,67.2,57.5,0.5160349854227404,1.2511322852829643,0.6013226952713314,1.55321494023186
103.0,volvo,gas,unknown,sedan,104.3,188.8,67.2,56.2,0.5160349854227404,1.2511322852829643,0.6013226952713314,1.0165825669903104
74.0,volvo,gas,unknown,wagon,104.3,188.8,67.2,57.5,0.5160349854227404,1.2511322852829643,0.6013226952713314,1.55321494023186
103.0,volvo,gas,unknown,sedan,104.3,188.8,67.2,56.2,0.5160349854227404,1.2511322852829643,0.6013226952713314,1.0165825669903104
74.0,volvo,gas,four,wagon,104.3,188.8,67.2,57.5,0.5160349854227404,1.2511322852829643,0.6013226952713314,1.55321494023186
95.0,volvo,gas,four,sedan,109.1,188.8,68.9,55.5,0.6559766763848395,1.2511322852829643,1.4068771333810721,0.7276266737063973
95.0,volvo,gas,four,sedan,109.1,188.8,68.8,55.5,0.6559766763848395,1.2511322852829643,1.359491578198142,0.7276266737063973
95.0,volvo,gas,four,sedan,109.1,188.8,68.9,55.5,0.6559766763848395,1.2511322852829643,1.4068771333810721,0.7276266737063973
95.0,volvo,diesel,four,sedan,109.1,188.8,68.9,55.5,0.6559766763848395,1.2511322852829643,1.4068771333810721,0.7276266737063973
95.0,volvo,gas,four,sedan,109.1,188.8,68.9,55.5,0.6559766763848395,1.2511322852829643,1.4068771333810721,0.7276266737063973
